from,to,time
22114,45405,"05, 02, 2009"
36860,9539,"05, 02, 2009"
5302,5302,"05, 02, 2009"
35364,35364,"05, 02, 2009"
23354,1311500,"05, 02, 2009"
1311500,1311500,"05, 02, 2009"
17174,1311500,"05, 02, 2009"
9539,9539,"05, 02, 2009"
16143,56380,"05, 02, 2009"
17174,9539,"05, 02, 2009"
42136,59695,"05, 02, 2009"
53771,59695,"05, 02, 2009"
10661,2639206,"05, 02, 2009"
17279,2639206,"05, 02, 2009"
56076,56076,"05, 02, 2009"
2998,52458,"05, 02, 2009"
30568,1185,"05, 02, 2009"
25732,2947,"05, 02, 2009"
55818,55818,"05, 02, 2009"
12855,12855,"05, 02, 2009"
1575281,26567,"05, 02, 2009"
50447,5369,"05, 02, 2009"
7985,62605,"05, 02, 2009"
51831,48461,"05, 02, 2009"
41363,48461,"05, 02, 2009"
54650,48431,"05, 02, 2009"
2947,2947,"05, 02, 2009"
17516,20959,"05, 02, 2009"
29430,29430,"05, 02, 2009"
2947,2947,"05, 02, 2009"
48431,48431,"05, 02, 2009"
1,54540,"05, 02, 2009"
6521,54540,"05, 02, 2009"
5369,5369,"05, 02, 2009"
2147,54540,"05, 02, 2009"
23354,3585,"05, 02, 2009"
3333,41387,"05, 02, 2009"
1551,54540,"05, 02, 2009"
7714,2098,"05, 02, 2009"
47984,48461,"05, 02, 2009"
20959,20959,"05, 02, 2009"
1185,1185,"05, 02, 2009"
30568,2098,"05, 02, 2009"
20481,54491,"05, 02, 2009"
1577190,41387,"05, 02, 2009"
2098,2098,"05, 02, 2009"
23354,54491,"05, 02, 2009"
455874,17560,"05, 02, 2009"
11522,1246613,"05, 02, 2009"
21734,26353,"05, 02, 2009"
62619,62619,"05, 02, 2009"
6742,62194,"05, 02, 2009"
2077,2077,"05, 02, 2009"
54320,2639206,"05, 02, 2009"
3098,24424,"05, 02, 2009"
41283,5369,"05, 02, 2009"
5427,25457,"05, 02, 2009"
9634,56380,"05, 02, 2009"
53114,61602,"05, 02, 2009"
28035,28035,"05, 02, 2009"
57036,4964,"05, 02, 2009"
36330,62398,"05, 02, 2009"
39809,49200,"05, 02, 2009"
28004,28004,"05, 02, 2009"
59376,36476,"05, 02, 2009"
3032,26335,"05, 02, 2009"
23354,20153,"05, 02, 2009"
739,15878,"05, 02, 2009"
1995476,24451,"05, 02, 2009"
62673,62673,"06, 02, 2009"
15878,15878,"06, 02, 2009"
34548,1929,"06, 02, 2009"
57036,48886,"06, 02, 2009"
2497,62605,"06, 02, 2009"
13531,42155,"06, 02, 2009"
6309,42155,"06, 02, 2009"
7205,42155,"06, 02, 2009"
52626,25457,"06, 02, 2009"
49293,1551,"06, 02, 2009"
13531,2648,"06, 02, 2009"
20153,20153,"06, 02, 2009"
40342,2648,"06, 02, 2009"
9034,42829,"06, 02, 2009"
5427,25457,"06, 02, 2009"
15622,57004,"06, 02, 2009"
23354,62935,"06, 02, 2009"
25457,25457,"06, 02, 2009"
42829,42829,"06, 02, 2009"
33213,1551,"06, 02, 2009"
40410,24451,"06, 02, 2009"
13154,39648,"06, 02, 2009"
14728,11249,"06, 02, 2009"
36330,62398,"06, 02, 2009"
16587,40667,"06, 02, 2009"
16886,39709,"06, 02, 2009"
18771,56604,"06, 02, 2009"
52837,40667,"06, 02, 2009"
30568,1185,"06, 02, 2009"
16886,39709,"06, 02, 2009"
20153,20153,"06, 02, 2009"
25457,25457,"06, 02, 2009"
1695,61477,"06, 02, 2009"
13531,42155,"06, 02, 2009"
59494,59438,"06, 02, 2009"
62488,61780,"06, 02, 2009"
46387,18511,"06, 02, 2009"
4279,25459,"06, 02, 2009"
1146,25459,"06, 02, 2009"
6210,59438,"06, 02, 2009"
6782,1246613,"06, 02, 2009"
25459,25459,"06, 02, 2009"
12855,60163,"06, 02, 2009"
4418,55845,"06, 02, 2009"
4418,55845,"06, 02, 2009"
26241,21318,"06, 02, 2009"
4418,55845,"06, 02, 2009"
5427,25457,"06, 02, 2009"
5427,25457,"06, 02, 2009"
22656,42155,"06, 02, 2009"
44336,44336,"06, 02, 2009"
3712,36875,"06, 02, 2009"
6212,55845,"06, 02, 2009"
3712,36875,"06, 02, 2009"
3542,60163,"06, 02, 2009"
5287,62958,"06, 02, 2009"
42155,42155,"06, 02, 2009"
3542,42604,"06, 02, 2009"
22656,42155,"06, 02, 2009"
54491,54491,"06, 02, 2009"
19479,917,"06, 02, 2009"
52201,2250286,"06, 02, 2009"
42604,42604,"06, 02, 2009"
36305,24064,"06, 02, 2009"
14065,25459,"06, 02, 2009"
56604,56604,"06, 02, 2009"
42604,42604,"06, 02, 2009"
51949,35903,"06, 02, 2009"
21926,23643,"06, 02, 2009"
35903,35903,"06, 02, 2009"
37881,59692,"06, 02, 2009"
58114,56506,"06, 02, 2009"
40843,40843,"06, 02, 2009"
44086,40843,"06, 02, 2009"
1471,61311,"06, 02, 2009"
15328,54540,"06, 02, 2009"
15328,54540,"06, 02, 2009"
1765,1765,"06, 02, 2009"
5314,5453,"06, 02, 2009"
5314,5453,"06, 02, 2009"
54650,55057,"06, 02, 2009"
29505,27305,"06, 02, 2009"
54650,55057,"06, 02, 2009"
27305,27305,"06, 02, 2009"
55057,55057,"06, 02, 2009"
54650,55057,"06, 02, 2009"
25457,25457,"06, 02, 2009"
10492,55057,"06, 02, 2009"
62605,62605,"06, 02, 2009"
62605,62605,"06, 02, 2009"
27067,51627,"06, 02, 2009"
1514,16082,"06, 02, 2009"
60738,60738,"06, 02, 2009"
16082,16082,"06, 02, 2009"
81,55104,"06, 02, 2009"
53718,31610,"06, 02, 2009"
19276,37740,"06, 02, 2009"
5987,48943,"06, 02, 2009"
184,37740,"06, 02, 2009"
2596,2596,"06, 02, 2009"
59494,31610,"06, 02, 2009"
5287,37740,"06, 02, 2009"
2170,48553,"06, 02, 2009"
33724,26227,"06, 02, 2009"
37740,37740,"06, 02, 2009"
2170,50985,"06, 02, 2009"
62720,62720,"06, 02, 2009"
37055,31689,"06, 02, 2009"
184,51816,"06, 02, 2009"
51816,51816,"06, 02, 2009"
51831,26227,"06, 02, 2009"
19746,22240,"06, 02, 2009"
3850,37740,"06, 02, 2009"
2759376,10226,"06, 02, 2009"
2759376,10226,"06, 02, 2009"
12605,50394,"06, 02, 2009"
3043,55057,"06, 02, 2009"
40342,26004,"06, 02, 2009"
26004,26004,"06, 02, 2009"
26004,26004,"06, 02, 2009"
37881,48067,"06, 02, 2009"
23283,1635,"06, 02, 2009"
4418,1635,"06, 02, 2009"
38206,26004,"06, 02, 2009"
36758,36758,"06, 02, 2009"
33213,13930,"06, 02, 2009"
6144,50394,"06, 02, 2009"
16942,13930,"06, 02, 2009"
21926,44330,"06, 02, 2009"
31516,31516,"06, 02, 2009"
62935,62935,"06, 02, 2009"
22656,60286,"06, 02, 2009"
30018,13959,"06, 02, 2009"
8815,23501,"06, 02, 2009"
13136,57377,"06, 02, 2009"
16942,44330,"06, 02, 2009"
61780,61780,"06, 02, 2009"
12711,26004,"06, 02, 2009"
50394,50394,"06, 02, 2009"
9530,32034,"06, 02, 2009"
22240,22240,"06, 02, 2009"
49241,9484,"06, 02, 2009"
23501,23501,"06, 02, 2009"
50878,50878,"06, 02, 2009"
49241,58348,"06, 02, 2009"
12579,60598,"06, 02, 2009"
37881,60598,"06, 02, 2009"
62085,62085,"06, 02, 2009"
12579,60598,"06, 02, 2009"
60598,60598,"06, 02, 2009"
26682,40800,"06, 02, 2009"
54650,55057,"06, 02, 2009"
46635,46635,"06, 02, 2009"
36875,10300,"06, 02, 2009"
30407,30407,"06, 02, 2009"
9787,13959,"06, 02, 2009"
16391,63052,"06, 02, 2009"
47522,54789,"06, 02, 2009"
3333,10320,"06, 02, 2009"
54789,54789,"06, 02, 2009"
8722,36758,"06, 02, 2009"
44562,10320,"06, 02, 2009"
27012,35047,"06, 02, 2009"
27012,24257,"06, 02, 2009"
18154,2238,"06, 02, 2009"
27414,62575,"06, 02, 2009"
57752,47923,"06, 02, 2009"
47923,47923,"06, 02, 2009"
57752,47923,"06, 02, 2009"
8479,8479,"06, 02, 2009"
12008,48729,"06, 02, 2009"
1834,4490,"06, 02, 2009"
17360,38317,"06, 02, 2009"
23354,62935,"06, 02, 2009"
9360,23501,"06, 02, 2009"
54789,52256,"06, 02, 2009"
62076,52256,"06, 02, 2009"
12579,63098,"06, 02, 2009"
23234,48729,"06, 02, 2009"
21196,18800,"06, 02, 2009"
61332,41662,"06, 02, 2009"
48729,48729,"06, 02, 2009"
26335,26335,"06, 02, 2009"
41662,41662,"06, 02, 2009"
56793,56547,"06, 02, 2009"
45144,61793,"06, 02, 2009"
56547,56547,"06, 02, 2009"
48015,23501,"06, 02, 2009"
49241,62672,"06, 02, 2009"
4490,4490,"06, 02, 2009"
50742,17494,"06, 02, 2009"
43399,62672,"06, 02, 2009"
38426,35012,"06, 02, 2009"
2988,112,"06, 02, 2009"
1358,16584,"06, 02, 2009"
112,112,"06, 02, 2009"
16584,16584,"06, 02, 2009"
32892,60939,"06, 02, 2009"
42690,4319,"06, 02, 2009"
10779,2341,"06, 02, 2009"
53185,53185,"06, 02, 2009"
2341,2341,"06, 02, 2009"
21765,15763,"06, 02, 2009"
56547,56547,"06, 02, 2009"
2915,4319,"06, 02, 2009"
4977,63119,"06, 02, 2009"
61700,2341,"06, 02, 2009"
20029,63119,"06, 02, 2009"
10661,45629,"06, 02, 2009"
21765,46249,"06, 02, 2009"
56793,46249,"06, 02, 2009"
53850,54964,"06, 02, 2009"
24457,24457,"06, 02, 2009"
30181,63119,"06, 02, 2009"
24424,24424,"06, 02, 2009"
4958,58109,"06, 02, 2009"
13491,37840,"06, 02, 2009"
20029,58109,"06, 02, 2009"
13491,37840,"06, 02, 2009"
20654,50913,"06, 02, 2009"
21186,615,"06, 02, 2009"
29249,31671,"06, 02, 2009"
9345,13673,"06, 02, 2009"
62672,62672,"06, 02, 2009"
15124,29249,"06, 02, 2009"
56279,1128722,"06, 02, 2009"
29249,29249,"06, 02, 2009"
1551,31671,"06, 02, 2009"
5812,63119,"06, 02, 2009"
30576,3957,"06, 02, 2009"
10661,51518,"06, 02, 2009"
53850,51518,"06, 02, 2009"
29249,31671,"06, 02, 2009"
10661,54964,"06, 02, 2009"
2341,2341,"06, 02, 2009"
53850,54964,"06, 02, 2009"
63119,63119,"06, 02, 2009"
7186,28701,"06, 02, 2009"
7186,63157,"06, 02, 2009"
50394,63115,"06, 02, 2009"
1551,30576,"06, 02, 2009"
19405,37840,"06, 02, 2009"
50394,31671,"06, 02, 2009"
30576,30576,"06, 02, 2009"
8946,63157,"06, 02, 2009"
1358,112,"06, 02, 2009"
39413,63119,"06, 02, 2009"
4228,1551,"06, 02, 2009"
1720,5696,"06, 02, 2009"
29505,43756,"06, 02, 2009"
14860,18255,"06, 02, 2009"
1551,184,"06, 02, 2009"
27012,31728,"06, 02, 2009"
18255,18255,"06, 02, 2009"
23300,23300,"06, 02, 2009"
44853,93468,"06, 02, 2009"
14860,41871,"06, 02, 2009"
14860,41871,"06, 02, 2009"
25050,32854,"06, 02, 2009"
35092,41871,"06, 02, 2009"
429,51306,"06, 02, 2009"
718,327,"06, 02, 2009"
112,112,"06, 02, 2009"
8946,41871,"06, 02, 2009"
59631,42272,"06, 02, 2009"
14860,41871,"06, 02, 2009"
407256,46914,"06, 02, 2009"
41871,41871,"06, 02, 2009"
34509,50419,"06, 02, 2009"
46914,46914,"06, 02, 2009"
2238,2238,"06, 02, 2009"
3442,3442,"06, 02, 2009"
14860,22162,"06, 02, 2009"
15168,14253,"06, 02, 2009"
38426,63119,"06, 02, 2009"
18393,982630,"06, 02, 2009"
407256,46914,"06, 02, 2009"
407256,46914,"06, 02, 2009"
53084,53084,"06, 02, 2009"
38426,40667,"06, 02, 2009"
63203,63203,"06, 02, 2009"
18802,2463,"06, 02, 2009"
53718,57206,"06, 02, 2009"
14860,61168,"06, 02, 2009"
61848,61168,"06, 02, 2009"
13491,44523,"06, 02, 2009"
36805,62993,"06, 02, 2009"
49219,41687,"06, 02, 2009"
16076,62889,"06, 02, 2009"
62889,62889,"06, 02, 2009"
15763,15763,"06, 02, 2009"
59692,59692,"06, 02, 2009"
21336,30674,"06, 02, 2009"
23354,62958,"06, 02, 2009"
23354,47630,"06, 02, 2009"
23354,47630,"06, 02, 2009"
47630,47630,"06, 02, 2009"
18471,44336,"06, 02, 2009"
61168,61168,"06, 02, 2009"
18471,19546,"06, 02, 2009"
13491,13491,"06, 02, 2009"
425282,425282,"06, 02, 2009"
22114,44523,"06, 02, 2009"
58961,47630,"06, 02, 2009"
13018,60598,"06, 02, 2009"
4003,18393,"06, 02, 2009"
1128722,1128722,"06, 02, 2009"
28169,62830,"06, 02, 2009"
18858,18858,"06, 02, 2009"
15416,25457,"06, 02, 2009"
20319,4381,"06, 02, 2009"
20400,20400,"06, 02, 2009"
25457,25457,"06, 02, 2009"
20400,20400,"06, 02, 2009"
1060,46914,"06, 02, 2009"
6782,59634,"06, 02, 2009"
49781,49781,"06, 02, 2009"
1030,1030,"06, 02, 2009"
55159,55351,"06, 02, 2009"
31615,44523,"06, 02, 2009"
24071,53262,"06, 02, 2009"
6782,53262,"06, 02, 2009"
2094,23667,"06, 02, 2009"
53718,52201,"06, 02, 2009"
6782,1246613,"06, 02, 2009"
38567,41541,"06, 02, 2009"
21574,59754,"06, 02, 2009"
44853,60666,"06, 02, 2009"
49241,47036,"06, 02, 2009"
6782,36825,"06, 02, 2009"
31615,20400,"06, 02, 2009"
20400,20400,"06, 02, 2009"
36825,36825,"06, 02, 2009"
26567,26567,"06, 02, 2009"
1087,1246613,"06, 02, 2009"
18771,56604,"06, 02, 2009"
53114,3193,"06, 02, 2009"
18771,13018,"06, 02, 2009"
61332,3661,"06, 02, 2009"
11549,61314,"06, 02, 2009"
18393,63286,"06, 02, 2009"
34024,314,"06, 02, 2009"
2094,41291,"06, 02, 2009"
18061,4086,"06, 02, 2009"
55351,55351,"06, 02, 2009"
61314,61314,"06, 02, 2009"
26414,23935,"06, 02, 2009"
11549,4086,"06, 02, 2009"
26414,23935,"06, 02, 2009"
50475,63203,"06, 02, 2009"
35777,14118,"06, 02, 2009"
44523,44523,"06, 02, 2009"
59754,60200,"06, 02, 2009"
10661,912,"06, 02, 2009"
18771,20101,"06, 02, 2009"
61848,45603,"06, 02, 2009"
6093,52913,"06, 02, 2009"
7985,17494,"06, 02, 2009"
1288,36474,"06, 02, 2009"
55847,47026,"06, 02, 2009"
11549,912,"06, 02, 2009"
45603,45603,"06, 02, 2009"
35012,35012,"06, 02, 2009"
17494,17494,"06, 02, 2009"
2025,38172,"06, 02, 2009"
16152,20774,"06, 02, 2009"
55351,52420,"06, 02, 2009"
20101,20101,"06, 02, 2009"
16076,62889,"06, 02, 2009"
1898,35886,"06, 02, 2009"
2025,50147,"06, 02, 2009"
26859,51659,"06, 02, 2009"
44336,44336,"06, 02, 2009"
8206,61314,"06, 02, 2009"
47026,47026,"06, 02, 2009"
26160,459159,"06, 02, 2009"
3295,51659,"06, 02, 2009"
51659,51659,"06, 02, 2009"
17516,15985,"06, 02, 2009"
2298,37840,"06, 02, 2009"
21499,43263,"06, 02, 2009"
39693,63157,"06, 02, 2009"
268,50419,"06, 02, 2009"
22656,4200,"06, 02, 2009"
4200,4200,"06, 02, 2009"
43263,43263,"06, 02, 2009"
22306,22306,"06, 02, 2009"
12579,24639,"06, 02, 2009"
12855,24639,"06, 02, 2009"
3295,51659,"06, 02, 2009"
23501,23501,"06, 02, 2009"
43687,18548,"06, 02, 2009"
19707,26823,"06, 02, 2009"
207,51582,"06, 02, 2009"
10300,10300,"06, 02, 2009"
1321,54545,"06, 02, 2009"
46072,28871,"06, 02, 2009"
56604,56604,"06, 02, 2009"
24587,26823,"06, 02, 2009"
1233512,1233512,"06, 02, 2009"
16587,18548,"06, 02, 2009"
11461,11461,"07, 02, 2009"
22076,22076,"07, 02, 2009"
55847,47026,"07, 02, 2009"
12950,57175,"07, 02, 2009"
49241,62544,"07, 02, 2009"
12579,18548,"07, 02, 2009"
1942,16458,"07, 02, 2009"
18771,56604,"07, 02, 2009"
205,62544,"07, 02, 2009"
3295,56,"07, 02, 2009"
38317,3208,"07, 02, 2009"
1084,52913,"07, 02, 2009"
59351,17744,"07, 02, 2009"
56,56,"07, 02, 2009"
21239,11229,"07, 02, 2009"
54545,54545,"07, 02, 2009"
3208,3208,"07, 02, 2009"
39809,28871,"07, 02, 2009"
33724,26227,"07, 02, 2009"
52913,52913,"07, 02, 2009"
42428,28351,"07, 02, 2009"
1358,25320,"07, 02, 2009"
20774,20774,"07, 02, 2009"
25320,25320,"07, 02, 2009"
42124,12597,"07, 02, 2009"
1358,25320,"07, 02, 2009"
54288,54288,"07, 02, 2009"
67,4674,"07, 02, 2009"
60152,6042,"07, 02, 2009"
7714,40789,"07, 02, 2009"
17160,11522,"07, 02, 2009"
18255,6898,"07, 02, 2009"
40789,40789,"07, 02, 2009"
48256,54729,"07, 02, 2009"
11522,11522,"07, 02, 2009"
54729,54729,"07, 02, 2009"
12950,39057,"07, 02, 2009"
7714,61962,"07, 02, 2009"
7714,40789,"07, 02, 2009"
1228,61962,"07, 02, 2009"
1228,8768,"07, 02, 2009"
22704,36330,"07, 02, 2009"
7714,61962,"07, 02, 2009"
38613,47895,"07, 02, 2009"
55990,12243,"07, 02, 2009"
7407,47506,"07, 02, 2009"
8768,8768,"07, 02, 2009"
38613,8768,"07, 02, 2009"
47506,47506,"07, 02, 2009"
28558,28558,"07, 02, 2009"
47506,47506,"07, 02, 2009"
53114,15985,"07, 02, 2009"
39161,426996,"07, 02, 2009"
40789,40789,"07, 02, 2009"
12254,36084,"07, 02, 2009"
55155,50147,"07, 02, 2009"
47895,47895,"07, 02, 2009"
39161,28558,"07, 02, 2009"
49888,29691,"07, 02, 2009"
1898,9861,"07, 02, 2009"
55990,12243,"07, 02, 2009"
12243,12243,"07, 02, 2009"
24895,32174,"07, 02, 2009"
28558,28558,"07, 02, 2009"
13295,51518,"07, 02, 2009"
32174,32174,"07, 02, 2009"
32174,32174,"07, 02, 2009"
982630,982630,"07, 02, 2009"
6688,26592,"07, 02, 2009"
26592,26592,"07, 02, 2009"
3043,63416,"07, 02, 2009"
29691,29691,"07, 02, 2009"
21926,26592,"07, 02, 2009"
55159,61395,"07, 02, 2009"
17712,985,"07, 02, 2009"
14660,61395,"07, 02, 2009"
52551,45261,"07, 02, 2009"
38426,45261,"07, 02, 2009"
36330,36330,"07, 02, 2009"
1228,45261,"07, 02, 2009"
17028,45261,"07, 02, 2009"
3542,47633,"07, 02, 2009"
10385,47633,"07, 02, 2009"
30,47633,"07, 02, 2009"
40725,6406,"07, 02, 2009"
38698,62877,"07, 02, 2009"
61395,61395,"07, 02, 2009"
61168,29043,"07, 02, 2009"
55990,12243,"07, 02, 2009"
3295,61395,"07, 02, 2009"
20,45261,"07, 02, 2009"
51816,51816,"07, 02, 2009"
12243,12243,"07, 02, 2009"
12243,12243,"07, 02, 2009"
10397,4203,"07, 02, 2009"
15861,1512,"07, 02, 2009"
53718,21711,"07, 02, 2009"
48478,11461,"07, 02, 2009"
37386,46780,"07, 02, 2009"
12875,59376,"07, 02, 2009"
51816,51816,"07, 02, 2009"
1412,25985,"07, 02, 2009"
12875,59376,"07, 02, 2009"
106,4893,"07, 02, 2009"
12601,12601,"07, 02, 2009"
62672,59376,"07, 02, 2009"
4893,4893,"07, 02, 2009"
7756,27887,"07, 02, 2009"
11649,51816,"07, 02, 2009"
12254,54729,"07, 02, 2009"
16942,27887,"07, 02, 2009"
27887,27887,"07, 02, 2009"
12950,39321,"07, 02, 2009"
9567,51816,"07, 02, 2009"
11649,19172,"07, 02, 2009"
46914,46914,"07, 02, 2009"
33686,53677,"07, 02, 2009"
10661,51816,"07, 02, 2009"
33708,41662,"07, 02, 2009"
8722,17614,"07, 02, 2009"
10661,51816,"07, 02, 2009"
11649,36446,"07, 02, 2009"
12950,63466,"07, 02, 2009"
39321,39321,"07, 02, 2009"
12579,45261,"07, 02, 2009"
4203,4203,"07, 02, 2009"
14148,19172,"07, 02, 2009"
45916,62617,"07, 02, 2009"
38803,22656,"07, 02, 2009"
55164,31531,"07, 02, 2009"
6144,22448,"07, 02, 2009"
63472,63472,"07, 02, 2009"
21677,62617,"07, 02, 2009"
50543,387224,"07, 02, 2009"
2543,2543,"07, 02, 2009"
32129,244,"07, 02, 2009"
4203,4386,"07, 02, 2009"
57510,54680,"07, 02, 2009"
27012,22656,"07, 02, 2009"
57510,54680,"07, 02, 2009"
54680,54680,"07, 02, 2009"
4386,4386,"07, 02, 2009"
56279,44683,"07, 02, 2009"
23283,22656,"07, 02, 2009"
48478,49925,"07, 02, 2009"
1053,49925,"07, 02, 2009"
21632,22656,"07, 02, 2009"
60308,11464,"07, 02, 2009"
25847,25847,"07, 02, 2009"
49925,49925,"07, 02, 2009"
50147,50147,"07, 02, 2009"
22656,22656,"07, 02, 2009"
37379,12597,"07, 02, 2009"
6144,57625,"07, 02, 2009"
7565,17614,"07, 02, 2009"
25985,25985,"07, 02, 2009"
31531,31531,"07, 02, 2009"
12597,12597,"07, 02, 2009"
22656,22656,"07, 02, 2009"
34509,22656,"07, 02, 2009"
985,985,"07, 02, 2009"
51425,16942,"07, 02, 2009"
51816,51816,"07, 02, 2009"
4597,61207,"07, 02, 2009"
63367,28350,"07, 02, 2009"
23283,22656,"07, 02, 2009"
59970,18309,"07, 02, 2009"
13531,22656,"07, 02, 2009"
52738,22656,"07, 02, 2009"
25416,36446,"07, 02, 2009"
23354,2596,"07, 02, 2009"
2199,60615,"07, 02, 2009"
2596,2596,"07, 02, 2009"
2596,2596,"07, 02, 2009"
14148,2095,"07, 02, 2009"
20498,20498,"07, 02, 2009"
48500,63523,"07, 02, 2009"
51949,57625,"07, 02, 2009"
48015,63523,"07, 02, 2009"
60615,60615,"07, 02, 2009"
32854,6819,"07, 02, 2009"
16587,16587,"07, 02, 2009"
63523,63523,"07, 02, 2009"
54680,17614,"07, 02, 2009"
53114,17614,"07, 02, 2009"
30018,4257,"07, 02, 2009"
1786,4257,"07, 02, 2009"
56793,4257,"07, 02, 2009"
12716,26004,"07, 02, 2009"
26004,26004,"07, 02, 2009"
16587,26004,"07, 02, 2009"
16587,26004,"07, 02, 2009"
26004,26004,"07, 02, 2009"
1786,4257,"07, 02, 2009"
30018,4257,"07, 02, 2009"
56505,18149,"07, 02, 2009"
22437,55159,"07, 02, 2009"
16942,16942,"07, 02, 2009"
37881,30133,"07, 02, 2009"
18936,51816,"07, 02, 2009"
10492,22735,"07, 02, 2009"
10861,19036,"07, 02, 2009"
36866,525,"07, 02, 2009"
22979,63157,"07, 02, 2009"
105,60615,"07, 02, 2009"
10026,19174,"07, 02, 2009"
6819,6819,"07, 02, 2009"
16587,60615,"07, 02, 2009"
18393,33690,"07, 02, 2009"
60615,60615,"07, 02, 2009"
60456,4555,"07, 02, 2009"
105,60615,"07, 02, 2009"
14860,55159,"07, 02, 2009"
2199,60615,"07, 02, 2009"
4555,4555,"07, 02, 2009"
55159,55159,"07, 02, 2009"
6088,48581,"07, 02, 2009"
60615,60615,"07, 02, 2009"
18097,51582,"07, 02, 2009"
6088,52478,"07, 02, 2009"
1977,58175,"07, 02, 2009"
58175,58175,"07, 02, 2009"
1334,61639,"07, 02, 2009"
16942,22656,"07, 02, 2009"
48759,9222,"07, 02, 2009"
51949,62776,"07, 02, 2009"
332,22656,"07, 02, 2009"
3542,46443,"07, 02, 2009"
2288585,2288585,"07, 02, 2009"
3542,41200,"07, 02, 2009"
4613,25139,"07, 02, 2009"
6088,15613,"07, 02, 2009"
10661,3594,"07, 02, 2009"
51816,51816,"07, 02, 2009"
18103,56555,"07, 02, 2009"
33732,1343,"07, 02, 2009"
56555,56555,"07, 02, 2009"
33732,1343,"07, 02, 2009"
34509,63572,"07, 02, 2009"
18393,18393,"07, 02, 2009"
47001,1551,"07, 02, 2009"
53158,57206,"07, 02, 2009"
63531,63531,"07, 02, 2009"
53158,57206,"07, 02, 2009"
63572,63572,"07, 02, 2009"
34509,63572,"07, 02, 2009"
47984,54964,"07, 02, 2009"
63572,63572,"07, 02, 2009"
38666,38149,"07, 02, 2009"
2847,27751,"07, 02, 2009"
27751,27751,"07, 02, 2009"
2847,27751,"07, 02, 2009"
8090,63572,"07, 02, 2009"
55283,23271,"07, 02, 2009"
34509,63572,"07, 02, 2009"
30461,53491,"07, 02, 2009"
63572,63572,"07, 02, 2009"
34509,62248,"07, 02, 2009"
2509,62248,"07, 02, 2009"
34509,62248,"07, 02, 2009"
4257,4257,"07, 02, 2009"
2509,62248,"07, 02, 2009"
10593,63572,"07, 02, 2009"
10593,17604,"07, 02, 2009"
24696,24696,"07, 02, 2009"
16076,60200,"07, 02, 2009"
51532,51532,"07, 02, 2009"
36866,63203,"07, 02, 2009"
53850,74994,"07, 02, 2009"
23667,4653,"07, 02, 2009"
23667,4653,"07, 02, 2009"
60200,60200,"07, 02, 2009"
2635,74994,"07, 02, 2009"
12711,32515,"07, 02, 2009"
16417,54680,"07, 02, 2009"
54680,54680,"07, 02, 2009"
54680,54680,"07, 02, 2009"
43901,5897,"07, 02, 2009"
51101,51247,"07, 02, 2009"
74994,74994,"07, 02, 2009"
1695,44743,"07, 02, 2009"
1695,44743,"07, 02, 2009"
41283,520,"07, 02, 2009"
4279,62993,"07, 02, 2009"
27765,63609,"07, 02, 2009"
1343,1343,"07, 02, 2009"
56524,22656,"07, 02, 2009"
3594,3594,"07, 02, 2009"
106,74994,"07, 02, 2009"
23501,74994,"07, 02, 2009"
22656,22656,"07, 02, 2009"
74994,74994,"07, 02, 2009"
41283,44743,"07, 02, 2009"
32878,17230,"07, 02, 2009"
8969,74994,"07, 02, 2009"
27800,74994,"07, 02, 2009"
5745,18476,"07, 02, 2009"
60531,17230,"07, 02, 2009"
3,21461,"07, 02, 2009"
49407,2486915,"07, 02, 2009"
18476,18476,"07, 02, 2009"
49219,19255,"07, 02, 2009"
17230,17230,"07, 02, 2009"
4279,49407,"07, 02, 2009"
51734,52881,"07, 02, 2009"
54486,21499,"07, 02, 2009"
49407,49407,"07, 02, 2009"
23354,31116,"07, 02, 2009"
31116,31116,"07, 02, 2009"
63098,63098,"07, 02, 2009"
42136,12261,"07, 02, 2009"
21384,5625,"07, 02, 2009"
1242,37783,"07, 02, 2009"
58961,58961,"07, 02, 2009"
35273,2238,"07, 02, 2009"
17516,51570,"07, 02, 2009"
10661,58260,"07, 02, 2009"
53114,2238,"07, 02, 2009"
27628,62889,"07, 02, 2009"
31610,51518,"07, 02, 2009"
45433,40406,"07, 02, 2009"
62889,62889,"07, 02, 2009"
23354,2596,"07, 02, 2009"
45433,16940,"07, 02, 2009"
28494,74994,"07, 02, 2009"
27628,62889,"07, 02, 2009"
28144,11568,"07, 02, 2009"
62889,62889,"07, 02, 2009"
5999,63572,"07, 02, 2009"
184,61299,"07, 02, 2009"
9853,63661,"07, 02, 2009"
31610,55119,"07, 02, 2009"
61299,61299,"07, 02, 2009"
184,61299,"07, 02, 2009"
61299,61299,"07, 02, 2009"
11568,11568,"07, 02, 2009"
15613,15613,"07, 02, 2009"
184,61299,"08, 02, 2009"
61299,61299,"08, 02, 2009"
2600,29,"08, 02, 2009"
